Bundling 6%
Bundling 19%
Bundling 64%
Bundling 69%
Bundling 74%
Bundling 80%
Bundling 85%
Bundling 90%
Bundling 95%
Bundling 100%
Getting composition
Composition          AionNexus
Codec                h264
Output               out.mp4
Concurrency          4x
Rendered 0/1800
Rendered 1/1800, time remaining: 1h 12m 29s
Rendered 2/1800, time remaining: 38m 30s
Rendered 3/1800, time remaining: 26m 21s
Rendered 4/1800, time remaining: 20m 52s
Rendered 5/1800, time remaining: 26m 11s
Rendered 6/1800, time remaining: 22m 41s
Rendered 7/1800, time remaining: 19m 56s
Rendered 8/1800, time remaining: 18m 18s
Rendered 9/1800, time remaining: 21m 17s
Rendered 10/1800, time remaining: 19m 34s
Rendered 11/1800, time remaining: 18m 9s
Rendered 12/1800, time remaining: 17m 5s
Rendered 13/1800, time remaining: 19m 3s
Rendered 14/1800, time remaining: 18m 24s
Rendered 15/1800, time remaining: 17m 29s
Rendered 16/1800, time remaining: 16m 40s
Rendered 17/1800, time remaining: 18m 7s
Rendered 18/1800, time remaining: 17m 40s
Rendered 19/1800, time remaining: 17m 4s
Rendered 20/1800, time remaining: 16m 27s
Rendered 21/1800, time remaining: 17m 22s
Rendered 22/1800, time remaining: 17m 18s
Rendered 23/1800, time remaining: 16m 47s
Rendered 24/1800, time remaining: 16m 27s
Rendered 25/1800, time remaining: 16m 28s
Rendered 26/1800, time remaining: 17m 9s
Rendered 27/1800, time remaining: 16m 43s
Rendered 28/1800, time remaining: 16m 13s
Rendered 29/1800, time remaining: 16m 25s
Rendered 30/1800, time remaining: 16m 44s
Rendered 31/1800, time remaining: 16m 28s
Rendered 32/1800, time remaining: 16m 10s
Rendered 33/1800, time remaining: 16m 14s
Rendered 34/1800, time remaining: 16m 17s
Rendered 35/1800, time remaining: 16m 6s
Rendered 36/1800, time remaining: 15m 56s
Rendered 37/1800, time remaining: 16m 3s
Rendered 38/1800, time remaining: 16m 6s
Rendered 39/1800, time remaining: 15m 50s
Rendered 40/1800, time remaining: 15m 47s
Rendered 41/1800, time remaining: 16m 5s
Rendered 42/1800, time remaining: 16m 6s
Rendered 43/1800, time remaining: 15m 51s
Rendered 44/1800, time remaining: 15m 36s
Rendered 45/1800, time remaining: 16m 3s
