Bundling 6%
Bundling 19%
Bundling 64%
Bundling 69%
Bundling 74%
Bundling 80%
Bundling 85%
Bundling 90%
Bundling 95%
Bundling 100%
Getting composition
Composition          AionNexus
Codec                h264
Output               out.mp4
Concurrency          4x
Rendered 0/1800
Rendered 1/1800, time remaining: 1h 7m 24s
Rendered 2/1800, time remaining: 34m 52s
Rendered 3/1800, time remaining: 23m 42s
Rendered 4/1800, time remaining: 18m 9s
Rendered 5/1800, time remaining: 25m 22s
Rendered 6/1800, time remaining: 21m 55s
Rendered 7/1800, time remaining: 19m 13s
Rendered 8/1800, time remaining: 17m 41s
Rendered 9/1800, time remaining: 23m 22s
Rendered 10/1800, time remaining: 21m 21s
Rendered 11/1800, time remaining: 20m 30s
Rendered 12/1800, time remaining: 19m 15s
Rendered 13/1800, time remaining: 22m 31s
Rendered 14/1800, time remaining: 21m 12s
Rendered 15/1800, time remaining: 20m 7s
Rendered 16/1800, time remaining: 19m 18s
Rendered 17/1800, time remaining: 21m 32s
Rendered 18/1800, time remaining: 20m 40s
Rendered 19/1800, time remaining: 20m 2s
Rendered 20/1800, time remaining: 19m 19s
Rendered 21/1800, time remaining: 21m 28s
Rendered 22/1800, time remaining: 20m 57s
Rendered 23/1800, time remaining: 20m 15s
Rendered 24/1800, time remaining: 19m 47s
Rendered 25/1800, time remaining: 20m 42s
Rendered 26/1800, time remaining: 20m 37s
Rendered 27/1800, time remaining: 20m 7s
Rendered 28/1800, time remaining: 19m 32s
Rendered 29/1800, time remaining: 19m 41s
Rendered 30/1800, time remaining: 19m 35s
Rendered 31/1800, time remaining: 19m 38s
Rendered 32/1800, time remaining: 19m 4s
Rendered 33/1800, time remaining: 19m 10s
Rendered 34/1800, time remaining: 19m 12s
Rendered 35/1800, time remaining: 19m 0s
Rendered 36/1800, time remaining: 18m 35s
Rendered 37/1800, time remaining: 18m 36s
Rendered 38/1800, time remaining: 18m 48s
Rendered 39/1800, time remaining: 18m 35s
Rendered 40/1800, time remaining: 18m 16s
Rendered 41/1800, time remaining: 18m 11s
Rendered 42/1800, time remaining: 18m 23s
Rendered 43/1800, time remaining: 18m 12s
Rendered 44/1800, time remaining: 18m 1s
Rendered 45/1800, time remaining: 17m 44s
Rendered 46/1800, time remaining: 18m 8s
Rendered 47/1800, time remaining: 17m 54s
Rendered 48/1800, time remaining: 17m 42s
Rendered 49/1800, time remaining: 17m 23s
Rendered 50/1800, time remaining: 17m 40s
Rendered 51/1800, time remaining: 17m 45s
Rendered 52/1800, time remaining: 17m 31s
Rendered 53/1800, time remaining: 17m 13s
Rendered 54/1800, time remaining: 17m 32s
Rendered 55/1800, time remaining: 17m 34s
Rendered 56/1800, time remaining: 17m 20s
Rendered 57/1800, time remaining: 17m 3s
Rendered 58/1800, time remaining: 17m 25s
Rendered 59/1800, time remaining: 17m 28s
Rendered 60/1800, time remaining: 17m 15s
Rendered 61/1800, time remaining: 17m 18s
Rendered 62/1800, time remaining: 17m 14s
Rendered 62/1800, time remaining: 17m 14s
Rendered 63/1800, time remaining: 17m 23s
Rendered 63/1800, time remaining: 17m 23s
Rendered 64/1800, time remaining: 17m 11s
Rendered 64/1800, time remaining: 17m 11s
Rendered 65/1800, time remaining: 17m 13s
Rendered 65/1800, time remaining: 17m 13s
Rendered 66/1800, time remaining: 17m 9s
Rendered 66/1800, time remaining: 17m 9s
Rendered 66/1800, time remaining: 17m 9s
Rendered 66/1800, time remaining: 17m 9s
Rendered 67/1800, time remaining: 17m 29s
Rendered 68/1800, time remaining: 17m 19s
Rendered 68/1800, time remaining: 17m 19s
Rendered 69/1800, time remaining: 17m 11s
Rendered 69/1800, time remaining: 17m 11s
Rendered 70/1800, time remaining: 17m 9s
Rendered 70/1800, time remaining: 17m 9s
Rendered 70/1800, time remaining: 17m 9s
Rendered 70/1800, time remaining: 17m 9s
Rendered 71/1800, time remaining: 17m 26s
Rendered 72/1800, time remaining: 17m 15s
Rendered 73/1800, time remaining: 17m 2s
Rendered 73/1800, time remaining: 17m 2s
Rendered 74/1800, time remaining: 16m 59s
Rendered 74/1800, time remaining: 16m 59s
Rendered 74/1800, time remaining: 16m 59s
Rendered 74/1800, time remaining: 16m 59s
Rendered 75/1800, time remaining: 17m 16s
Rendered 76/1800, time remaining: 17m 4s
Rendered 77/1800, time remaining: 16m 53s
Rendered 77/1800, time remaining: 16m 53s
Rendered 78/1800, time remaining: 16m 47s
Rendered 78/1800, time remaining: 16m 47s
Rendered 78/1800, time remaining: 16m 47s
Rendered 78/1800, time remaining: 16m 47s
Rendered 79/1800, time remaining: 17m 2s
Rendered 80/1800, time remaining: 16m 54s
Rendered 81/1800, time remaining: 16m 45s
Rendered 81/1800, time remaining: 16m 45s
Rendered 82/1800, time remaining: 16m 37s
Rendered 82/1800, time remaining: 16m 37s
Rendered 82/1800, time remaining: 16m 37s
Rendered 82/1800, time remaining: 16m 37s
Rendered 83/1800, time remaining: 16m 58s
Rendered 83/1800, time remaining: 16m 58s
Rendered 84/1800, time remaining: 16m 49s
Rendered 85/1800, time remaining: 16m 41s
Rendered 86/1800, time remaining: 16m 32s
Rendered 86/1800, time remaining: 16m 32s
Rendered 86/1800, time remaining: 16m 32s
Rendered 86/1800, time remaining: 16m 32s
Rendered 87/1800, time remaining: 16m 50s
Rendered 87/1800, time remaining: 16m 50s
Rendered 88/1800, time remaining: 16m 42s
Rendered 89/1800, time remaining: 16m 33s
Rendered 90/1800, time remaining: 16m 24s
Rendered 90/1800, time remaining: 16m 24s
Rendered 90/1800, time remaining: 16m 24s
Rendered 90/1800, time remaining: 16m 24s
Rendered 91/1800, time remaining: 16m 42s
Rendered 91/1800, time remaining: 16m 42s
Rendered 92/1800, time remaining: 16m 38s
Rendered 93/1800, time remaining: 16m 29s
Rendered 93/1800, time remaining: 16m 29s
Rendered 94/1800, time remaining: 16m 22s
Rendered 94/1800, time remaining: 16m 22s
Rendered 94/1800, time remaining: 16m 22s
Rendered 94/1800, time remaining: 16m 22s
Rendered 95/1800, time remaining: 16m 38s
